0001144204-17-043175.json,2
0001004702-17-000179.json,3
0001564618-17-000083.json,3
0001206774-17-002249.json,3
0000856982-17-000036.json,8
0001654954-17-007405.json,6
0001654954-17-007555.json,8
0001185185-17-001561.json,5
0001437578-17-000020.json,1
0001564590-17-015708.json,4
0000070318-17-000012.json,8
0001493225-17-000060.json,3
0000089800-17-000019.json,6
0001558370-17-005591.json,8
0001564590-17-018342.json,3
0001677703-17-000021.json,2
0001174922-17-000131.json,1
0000912093-17-000022.json,2
0000077360-17-000035.json,9
0001140361-17-036703.json,3
0001477932-17-004107.json,5
0000813762-17-000026.json,4
0001060349-17-000029.json,3
0001213900-17-008613.json,3
0001393612-17-000041.json,3
0001171843-17-004880.json,3
0000109563-17-000128.json,9
0000892553-17-000036.json,9
0001171843-17-004571.json,0
0001564590-17-017682.json,3
0001558370-17-005153.json,7
0001027884-17-000196.json,0
0001193125-17-244242.json,9
0001628280-17-008479.json,7
0001558370-17-005748.json,3
0001430259-17-000023.json,0
0000106040-17-000027.json,2
0001653477-17-000061.json,6
0001564590-17-018563.json,0
0000054381-17-000034.json,0
0000018498-17-000028.json,1
0001035267-17-000101.json,8
0001193125-17-252278.json,3
0001283699-17-000032.json,5
0001628280-17-008436.json,3
0001367859-17-000046.json,3
0001477932-17-004066.json,3
0001493152-17-009651.json,8
0000089439-17-000042.json,9
0000831259-17-000026.json,6
0001013462-17-000007.json,2
0000851310-17-000057.json,2
0001193125-17-248773.json,9
0000794619-17-000121.json,1
0001120970-17-000026.json,6
0001193125-17-247805.json,4
0001368365-17-000050.json,2
0001078782-17-001134.json,8
0001558370-17-006847.json,9
0001437749-17-013826.json,3
0000052827-17-000032.json,11
0001628280-17-009262.json,8
0000799288-17-000106.json,1
0001437749-17-013683.json,6
0001136893-17-000033.json,2
0001640334-17-001396.json,5
0000027996-17-000085.json,5
0001174947-17-001206.json,2
0001193125-17-235017.json,11
0001045810-17-000123.json,2
0000063908-17-000039.json,1
0000920522-17-000063.json,11
0001527541-17-000040.json,11
